id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
684,Windows,1980,R,18 Jan 1980,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
685,It's My Party,1995,R,22 Mar 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
687,Country Life,1994,PG-13,28 Jul 1995,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
688,Operation Dumbo Drop,1995,PG,28 Jul 1995,"Action, Adventure, Comedy",False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
690,Das Versprechen,1994,R,03 Nov 1995,"Romance, Drama",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
691,Mrs. Winterbourne,1996,PG-13,19 Apr 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
692,Solo,1996,PG-13,23 Aug 1996,"Action, Sci-Fi, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
693,Under the Domim Tree,1994,UNRATED,17 May 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
694,The Substitute,1996,R,19 Apr 1996,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
695,True Crime,1995,R,25 Jul 1996,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
696,Butterfly Kiss,1995,UNRATED,26 Apr 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
697,Feeling Minnesota,1996,R,13 Sep 1996,"Comedy, Crime, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
698,Delta of Venus,1994,R,13 Oct 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
699,To Cross the Rubicon,1991,UNRATED,,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,Angus,1995,PG-13,15 Sep 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
701,Daens,1992,UNRATED,25 Feb 1993,"Biography, Drama, History",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
702,Faces,1968,R,01 Sep 1968,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
703,Boys,1996,PG-13,10 May 1996,"Mystery, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
704,The Quest,1996,PG-13,26 Apr 1996,"Action, Adventure, Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
705,Cosi,1996,R,11 Apr 1997,"Comedy, Drama, Music",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
706,Sunset Park,1996,R,26 Apr 1996,"Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
707,Mulholland Falls,1996,R,26 Apr 1996,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
708,The Truth About Cats & Dogs,1996,PG-13,26 Apr 1996,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
709,Oliver & Company,1988,G,18 Nov 1988,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
710,Celtic Pride,1996,PG-13,19 Apr 1996,"Comedy, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
711,Flipper,1996,PG,17 May 1996,"Family, Adventure",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
712,Captives,1994,R,03 May 1996,"Crime, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
713,Of Love and Shadows,1994,R,10 May 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
714,Dead Man,1995,R,10 May 1996,"Drama, Fantasy, Western",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
715,The Horseman on the Roof,1995,R,06 Oct 1995,"Adventure, Drama, Romance",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
716,Switchblade Sisters,1975,R,01 May 1975,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
717,Mouth to Mouth,1995,R,05 Sep 1997,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
718,Les visiteurs,1993,R,12 Jul 1996,"Comedy, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
719,Multiplicity,1996,PG-13,17 Jul 1996,"Comedy, Romance, Sci-Fi",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
720,Wallace & Gromit: The Best of Aardman Animation,1996,UNRATED,14 Jun 1996,"Animation, Comedy, Family",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
721,Paul Bowles - Halbmond,1995,UNRATED,16 Jan 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
722,The Haunted World of Edward D. Wood Jr.,1995,UNRATED,01 May 1996,"Documentary, Biography",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
723,2 Friends,1986,UNRATED,21 Nov 1987,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
724,The Craft,1996,R,03 May 1996,"Drama, Fantasy, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
725,The Great White Hype,1996,R,03 May 1996,"Comedy, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
726,Last Dance,1996,R,03 May 1996,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
727,War Stories,1995,UNRATED,09 May 1996,"Documentary, Romance, War",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
728,Cold Comfort Farm,1995,PG,10 May 1996,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
729,"Institute Benjamenta, or This Dream That One Calls Human Life",1995,UNRATED,23 Aug 1996,"Animation, Drama",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
730,The Low Life,1994,R,12 Jul 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
731,Heaven's Prisoners,1996,R,17 May 1996,"Drama, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
732,Original Gangstas,1996,R,10 May 1996,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
733,The Rock,1996,R,07 Jun 1996,"Action, Adventure, Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
734,Getting Away With Murder,1996,R,12 Apr 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
735,Cemetery Man,1994,R,26 Apr 1996,"Comedy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,Twister,1996,PG-13,10 May 1996,"Action, Adventure, Drama",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
737,Barb Wire,1996,R,03 May 1996,"Action, Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
738,Le garçu,1995,UNRATED,03 May 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
739,Honigmond,1996,UNRATED,11 Apr 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
741,Ghost in the Shell,1995,UNRATED,29 Mar 1996,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False
742,Thinner,1996,R,25 Oct 1996,"Fantasy, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
743,Spy Hard,1996,PG-13,24 May 1996,"Action, Comedy",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,Brothers in Trouble,1995,UNRATED,14 May 1997,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
745,A Close Shave,1995,UNRATED,29 Dec 1995,"Animation, Short, Comedy",True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
746,Force of Evil,1948,UNRATED,01 Mar 1949,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
747,The Stupids,1996,PG,30 Aug 1996,"Comedy, Adventure",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,The Arrival,1996,PG-13,31 May 1996,"Sci-Fi, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
749,The Man from Down Under,1943,UNRATED,04 Aug 1943,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,PG,29 Jan 1964,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
751,Careful,1992,UNRATED,03 Mar 1994,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
752,Vermont Is For Lovers,1992,UNRATED,25 Sep 1992,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,A Month by the Lake,1995,PG,22 Sep 1995,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
754,Gold Diggers: The Secret of Bear Mountain,1995,PG,03 Nov 1995,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
755,Kim,1950,UNRATED,26 Jan 1951,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
756,Carmen Miranda: Bananas Is My Business,1994,UNRATED,13 Apr 1995,"Documentary, Biography, Music",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
757,Ashes of Time,1994,R,17 Sep 1994,"Action, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
758,The Jar,1992,UNRATED,,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
759,Maya Lin: A Strong Clear Vision,1994,UNRATED,10 Nov 1995,"Documentary, Biography",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
760,Stalingrad,1993,UNRATED,21 Jan 1993,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
761,The Phantom,1996,PG,07 Jun 1996,"Action, Adventure, Comedy",False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
762,Striptease,1996,R,28 Jun 1996,"Comedy, Crime, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
763,The Last of the High Kings,1996,R,10 Apr 1998,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
764,Heavy,1995,R,05 Jun 1996,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
765,Jack,1996,PG-13,09 Aug 1996,"Comedy, Drama, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
766,I Shot Andy Warhol,1996,R,01 May 1996,"Biography, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
767,The Grass Harp,1995,PG,11 Oct 1996,"Drama, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
768,Someone Else's America,1995,R,10 May 1996,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
769,Marlene Dietrich: Shadow and Light,1996,UNRATED,02 Apr 1996,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
770,Costa Brava,1946,UNRATED,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
771,La Vie est belle,1987,UNRATED,15 Jun 1988,"Comedy, Drama, Musical",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
772,Quartier Mozart,1992,UNRATED,21 Mar 1994,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
773,Touki Bouki,1973,UNRATED,21 Oct 1976,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
774,Wend Kuuni,1982,UNRATED,27 Mar 1983,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
775,Spirits of the Dead,1968,R,23 Jul 1969,"Drama, Horror, Mystery",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
776,Babyfever,1994,R,04 May 1994,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
777,Pharaoh's Army,1995,PG-13,18 May 2005,Western,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
778,Trainspotting,1996,R,09 Aug 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
779,'Til There Was You,1997,PG-13,30 May 1997,"Romance, Comedy",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,Independence Day,1996,PG-13,03 Jul 1996,"Action, Adventure, Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
781,Stealing Beauty,1996,R,14 Jun 1996,"Drama, Mystery, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
782,The Fan,1996,R,16 Aug 1996,"Action, Drama, Sport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
783,The Hunchback of Notre Dame,1996,G,21 Jun 1996,"Animation, Drama, Family",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
784,The Cable Guy,1996,PG-13,14 Jun 1996,"Comedy, Drama, Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
785,Kingpin,1996,PG-13,26 Jul 1996,"Comedy, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
786,Eraser,1996,R,21 Jun 1996,"Action, Drama, Mystery",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
787,The Gate of Heavenly Peace,1995,UNRATED,16 Apr 1997,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788,The Nutty Professor,1996,PG-13,28 Jun 1996,"Comedy, Romance, Sci-Fi",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
789,"I, the Worst of All",1990,R,24 Nov 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
790,An Unforgettable Summer,1994,UNRATED,11 Nov 1994,"Drama, Romance, War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
791,"The Last Klezmer: Leopold Kozlowski, His Life and Music",1995,UNRATED,12 Aug 1994,"Documentary, Music",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792,A Hungarian Fairy Tale,1987,UNRATED,28 Dec 1988,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
793,En compagnie d'Antonin Artaud,1993,UNRATED,01 Nov 1995,"Biography, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
794,Midnight Dancers,1994,UNRATED,28 Sep 1995,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
795,Somebody to Love,1994,R,27 Sep 1996,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
796,A Very Natural Thing,1974,R,26 Jun 1974,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
797,The Old Lady Who Walked in the Sea,1991,UNRATED,15 Sep 1995,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,Daylight,1996,PG-13,06 Dec 1996,"Action, Adventure, Drama",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
799,The Frighteners,1996,R,19 Jul 1996,"Comedy, Fantasy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
800,Lone Star,1996,R,21 Jun 1996,"Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
801,Harriet the Spy,1996,PG,10 Jul 1996,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
802,Phenomenon,1996,PG,03 Jul 1996,"Drama, Fantasy, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
803,Walking and Talking,1996,R,17 Jul 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
804,She's the One,1996,R,23 Aug 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
805,A Time to Kill,1996,R,24 Jul 1996,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
806,American Buffalo,1996,R,13 Sep 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
807,Rendezvous in Paris,1995,UNRATED,28 Jun 1996,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808,Alaska,1996,PG,14 Aug 1996,"Adventure, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809,Fled,1996,R,19 Jul 1996,"Action, Adventure, Crime",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
810,Kazaam,1996,PG,17 Jul 1996,"Comedy, Family, Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
811,Maybe... Maybe Not,1994,R,12 Jul 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,Magic Hunter,1994,UNRATED,21 Jun 1996,"Drama, Fantasy",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
813,Larger Than Life,1996,PG,01 Nov 1996,"Comedy, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,A Boy Called Hate,1995,R,22 May 1996,"Crime, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
815,Power 98,1995,R,17 May 1996,"Action, Mystery, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
816,Two Deaths,1995,R,24 May 1996,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
818,A Very Brady Sequel,1996,PG-13,23 Aug 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,Stefano Quantestorie,1993,UNRATED,05 Feb 1993,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
820,Death in the Garden,1956,UNRATED,21 Sep 1956,"Adventure, Drama",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
821,The Crude Oasis,1995,R,07 Jul 1995,"Drama, Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
822,Hedd Wyn,1992,UNRATED,12 Jan 1996,"Drama, Romance, War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
823,La Collectionneuse,1967,UNRATED,,Adult,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
824,Kaspar Hauser,1993,UNRATED,07 Jun 1996,"Drama, History, Mystery",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
825,Regular Guys,1996,UNRATED,30 May 1996,"Comedy, Crime, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
826,Diebinnen,1995,UNRATED,20 Jun 1996,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,The Convent,1995,PG,01 Dec 1995,"Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
828,The Adventures of Pinocchio,1996,G,26 Jul 1996,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
829,Joe's Apartment,1996,PG-13,26 Jul 1996,"Comedy, Fantasy, Musical",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
830,The First Wives Club,1996,PG,20 Sep 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831,Stonewall,1995,R,03 Sep 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
832,Ransom,1996,R,08 Nov 1996,"Action, Crime, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
833,High School High,1996,PG-13,25 Oct 1996,"Comedy, Crime, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
834,Phat Beach,1996,R,02 Aug 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
835,Foxfire,1996,R,23 Aug 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
836,Chain Reaction,1996,PG-13,02 Aug 1996,"Action, Drama, Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
837,Matilda,1996,PG,02 Aug 1996,"Comedy, Family, Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
838,Emma,1996,PG,30 Aug 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
839,The Crow: City of Angels,1996,R,30 Aug 1996,"Action, Crime, Fantasy",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
840,House Arrest,1996,PG,27 Nov 1996,"Comedy, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,Eyes Without a Face,1959,UNRATED,24 Oct 1962,"Drama, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
842,Bordello of Blood,1996,R,16 Aug 1996,"Comedy, Fantasy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
843,Lotto Land,1995,UNRATED,19 Apr 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
844,Xinghua san yue tian,1993,UNRATED,30 Mar 1996,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
845,The Day the Sun Turned Cold,1994,UNRATED,15 May 1996,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
846,Flirt,1995,R,07 Aug 1996,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
847,The Big Squeeze,1996,R,06 Sep 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
