gender,age,occupation_code,zip,last_rate
0,3,0,380,2000-11-24 03:05:17
0,4,7,2088,2000-12-16 23:03:28
0,1,20,3318,2000-11-21 22:04:06
1,2,4,403,2000-11-21 22:15:47
1,4,20,3027,2000-11-21 21:41:19
0,1,4,789,2000-11-21 23:41:41
1,2,7,258,2000-11-21 21:15:59
1,2,1,554,2000-11-21 21:01:47
0,1,4,1505,2000-11-21 21:03:41
1,3,20,1692,2000-11-21 21:16:27
1,2,20,352,2000-11-21 20:57:08
1,1,14,3254,2000-11-21 23:37:29
0,2,17,176,2000-11-21 20:01:50
0,3,0,361,2000-11-21 19:54:53
1,3,20,752,2000-12-01 01:07:49
0,3,2,989,2000-11-21 19:43:45
0,5,0,2535,2000-11-28 05:06:56
0,2,7,1589,2000-11-23 17:00:16
1,3,20,2563,2000-11-21 18:45:34
0,2,20,3088,2002-05-21 23:03:25
1,1,14,1024,2000-11-26 05:31:33
0,4,7,3143,2000-11-21 17:49:27
0,3,7,2636,2000-11-21 17:36:54
1,6,13,1479,2000-11-21 16:05:29
0,2,6,2117,2000-11-21 15:58:04
0,5,17,323,2000-11-21 13:59:05
0,3,17,543,2000-11-21 11:28:51
1,1,0,1387,2000-11-21 11:20:49
0,1,4,955,2002-07-02 18:40:10
0,0,10,1980,2001-10-26 22:37:28
0,5,1,966,2000-11-21 09:44:47
1,1,1,524,2000-11-21 10:17:15
0,3,17,2528,2000-11-21 09:21:59
1,5,7,2052,2000-12-31 07:20:27
0,4,6,3024,2000-11-21 09:07:29
0,3,0,876,2001-01-09 07:49:24
0,2,7,1131,2000-11-24 19:58:36
0,2,5,1048,2000-11-21 08:59:16
1,3,6,3085,2000-11-21 08:42:43
0,0,0,906,2000-11-21 08:41:37
0,1,4,840,2001-06-24 03:01:10
0,2,14,1529,2000-11-22 05:47:55
0,4,20,2609,2000-11-21 07:39:38
0,6,13,1790,2000-11-21 07:33:42
0,0,10,1689,2000-11-22 05:11:07
0,2,14,2376,2000-11-21 07:07:24
0,4,0,2279,2000-11-21 06:46:41
0,1,4,2993,2000-11-21 06:24:54
0,3,7,892,2001-07-07 22:19:24
0,5,2,2580,2000-11-21 06:11:55
0,1,16,3331,2000-11-21 06:03:44
1,2,3,2821,2000-11-21 06:04:38
1,2,0,2307,2000-11-21 05:29:58
0,0,10,2944,2001-05-12 20:49:41
0,6,1,533,2000-11-21 05:29:09
0,2,7,1196,2000-11-21 05:14:43
0,5,7,1558,2000-11-23 18:00:38
1,5,20,2543,2000-12-25 07:13:06
0,6,17,915,2000-11-21 05:22:47
0,1,7,306,2000-11-21 04:43:41
0,3,0,2991,2000-11-21 04:47:24
1,2,9,2490,2000-11-21 04:50:54
0,3,20,334,2000-11-22 21:29:59
0,5,7,1700,2000-11-21 04:10:02
1,2,17,2768,2000-11-21 04:05:06
0,0,10,2444,2000-11-21 04:02:33
1,4,20,927,2002-07-28 23:55:50
0,3,1,1685,2000-11-21 04:34:15
0,5,7,903,2000-11-21 03:22:41
1,4,2,1184,2000-11-21 03:17:01
1,0,10,757,2000-11-24 23:48:47
1,2,3,2205,2000-11-21 03:18:41
1,5,2,3211,2000-11-22 01:18:54
0,0,10,2971,2000-11-21 03:40:06
1,2,1,1149,2000-11-21 03:07:05
1,4,5,2128,2000-11-21 03:06:48
1,4,1,1712,2000-11-22 06:40:12
1,4,7,3123,2000-11-21 02:54:00
1,6,13,2251,2000-11-21 02:53:39
0,1,11,1166,2000-11-21 02:56:39
1,4,1,2747,2000-11-25 09:03:58
0,1,10,2895,2000-12-01 05:44:11
1,2,5,2838,2000-11-21 02:21:55
1,2,0,722,2000-12-07 01:38:13
0,6,20,1056,2000-11-21 02:14:07
1,2,3,1791,2000-11-21 01:57:45
0,3,7,3330,2000-11-21 01:57:28
1,6,16,1131,2000-11-21 01:55:24
0,2,7,130,2000-11-21 02:32:13
1,1,1,2590,2000-11-21 01:42:15
0,1,4,451,2000-11-21 01:50:57
1,2,0,3117,2000-11-21 01:53:43
0,6,13,1829,2000-11-21 02:35:22
0,2,4,1566,2000-11-21 01:33:43
0,1,4,2181,2000-11-21 01:44:16
0,5,7,577,2000-11-21 02:06:18
0,3,1,748,2000-11-21 01:16:32
0,2,17,1122,2000-11-21 02:07:07
0,1,4,3261,2000-11-21 01:10:06
0,2,14,3022,2000-11-26 10:02:19
0,3,16,3121,2000-11-21 01:06:41
1,2,1,1388,2000-11-21 01:07:02
0,2,4,1840,2000-11-21 00:48:38
0,3,0,2115,2000-11-21 00:32:00
1,4,11,1818,2000-11-25 17:53:43
1,3,3,2446,2000-11-21 00:22:19
0,6,6,2172,2000-11-21 00:25:00
0,3,1,1968,2000-11-21 00:36:39
1,1,14,719,2000-11-21 00:54:46
0,2,14,1714,2000-11-21 00:22:48
1,5,6,1617,2000-11-21 00:44:23
0,1,2,2771,2000-11-21 00:07:17
0,3,3,2352,2000-11-21 00:02:24
0,3,2,3090,2000-11-21 00:02:52
1,2,4,2077,2000-11-21 00:07:57
0,2,2,3177,2000-11-21 00:05:41
0,3,12,740,2000-11-21 00:33:51
1,6,13,3017,2000-11-20 23:47:45
0,2,14,642,2000-11-20 23:52:55
0,1,4,3392,2000-11-20 23:53:01
1,4,0,978,2001-01-08 23:53:39
0,2,2,3171,2000-11-20 23:49:03
0,0,0,3159,2001-08-17 19:53:41
1,2,0,1108,2000-11-21 23:33:00
1,1,4,1092,2000-11-21 04:42:12
1,4,0,1544,2000-11-20 23:54:30
0,3,16,2866,2000-11-20 23:22:13
0,2,5,2377,2000-12-18 23:12:30
0,6,20,610,2000-11-21 03:26:23
0,2,17,261,2000-11-20 22:54:29
1,2,2,9,2000-11-20 23:27:14
1,1,0,767,2000-11-20 22:54:38
1,4,1,451,2000-11-20 22:43:07
0,0,10,2196,2000-11-20 22:50:05
1,5,2,2935,2000-11-20 22:58:59
0,2,20,838,2000-11-20 23:06:55
0,2,7,1547,2000-11-26 04:10:54
1,2,9,2968,2000-11-20 22:25:56
0,2,16,1232,2000-11-21 00:55:27
0,3,7,139,2000-11-20 22:24:09
0,2,7,990,2000-11-20 23:06:08
1,2,14,3211,2000-11-20 21:47:56
0,2,17,3136,2000-11-20 22:26:52
0,1,19,777,2000-11-20 21:36:42
1,0,10,3000,2000-11-20 21:29:44
1,2,1,2460,2000-11-20 21:37:51
0,3,12,1964,2000-12-06 23:32:43
0,2,20,1332,2000-11-20 21:15:18
0,2,16,1875,2000-11-22 06:09:37
0,1,0,3088,2000-11-20 21:08:13
0,2,2,131,2000-11-20 20:49:04
0,1,4,2277,2001-09-10 07:09:11
0,2,17,3014,2000-11-20 20:50:03
1,2,7,1964,2000-11-20 20:49:23
0,3,20,1488,2000-11-20 20:45:17
0,2,17,2962,2000-11-20 20:51:59
0,6,17,2968,2000-11-25 05:24:21
0,2,15,1988,2000-11-20 20:41:19
0,1,4,1133,2000-11-20 20:27:57
0,4,17,2343,2000-11-20 20:28:32
0,4,1,2728,2000-11-20 21:37:18
0,5,12,195,2000-11-20 21:07:48
1,1,20,3085,2000-11-20 20:14:31
1,3,3,1676,2000-11-20 20:42:12
0,1,20,2917,2000-11-20 20:50:13
0,2,3,333,2001-04-23 22:23:14
0,2,3,3115,2001-02-05 20:13:45
0,6,17,182,2000-11-25 20:55:58
0,3,1,460,2000-11-20 19:53:59
0,3,6,1358,2000-11-20 19:39:17
0,1,4,255,2000-11-20 19:42:41
1,2,15,1930,2000-11-20 19:47:11
1,3,12,392,2000-11-20 19:32:56
1,1,0,2278,2000-11-20 20:02:34
1,1,4,855,2001-02-20 20:38:10
0,1,6,688,2000-11-20 19:17:59
0,3,8,324,2000-11-20 19:39:20
0,1,20,3016,2000-11-22 22:59:37
1,0,10,171,2000-11-20 19:20:08
0,4,17,1910,2000-11-20 19:05:17
0,3,16,860,2000-11-20 19:00:31
1,0,10,1658,2000-11-20 18:56:24
1,6,13,3310,2000-11-20 18:55:20
0,1,17,2263,2000-11-20 18:38:36
1,2,3,472,2000-11-20 18:59:03
0,0,0,485,2000-11-20 18:29:11
0,2,6,2155,2000-11-20 18:32:03
1,5,7,315,2000-11-20 18:44:57
1,4,9,1399,2000-11-20 18:29:53
0,1,4,2651,2000-11-20 18:12:58
1,1,4,1152,2000-11-20 18:15:42
1,1,4,2870,2000-11-20 22:14:34
0,1,0,3289,2000-11-20 18:19:02
0,3,6,1544,2000-11-20 18:06:57
0,2,11,309,2000-11-20 17:51:15
0,2,0,2128,2000-11-20 18:11:02
0,3,1,1241,2000-12-07 23:47:42
1,1,5,711,2000-11-20 20:33:06
1,2,0,668,2000-12-18 16:33:08
0,2,11,352,2000-11-20 16:40:49
0,2,11,2162,2000-11-20 16:26:19
0,2,17,2223,2000-11-20 16:21:32
0,3,0,2369,2000-11-20 16:20:52
1,4,7,3336,2000-11-20 16:06:59
0,5,0,1610,2000-11-20 16:15:21
0,5,3,2327,2000-11-20 15:50:19
0,2,20,1441,2000-11-20 16:09:41
0,2,4,1204,2000-11-20 15:30:01
0,1,4,2572,2000-11-20 15:22:10
0,5,15,545,2000-11-28 00:29:58
0,4,0,685,2000-11-21 14:25:17
0,1,17,1061,2000-11-20 14:13:20
0,1,4,2870,2000-11-20 13:14:07
1,4,7,2017,2000-11-20 12:30:08
0,6,0,605,2000-11-20 12:23:41
1,1,17,2866,2000-12-17 23:16:58
0,5,13,1287,2000-11-20 12:00:40
0,1,12,2985,2000-11-20 11:51:12
0,2,20,2174,2000-11-20 11:33:06
0,1,19,2768,2000-11-20 11:32:27
0,2,12,1729,2001-10-04 10:41:54
0,2,16,814,2000-11-20 11:15:26
0,1,0,1627,2000-11-30 10:25:13
1,4,0,2291,2000-11-20 11:53:18
0,2,17,271,2000-11-20 11:27:01
1,4,0,3336,2000-12-07 22:59:28
1,1,9,2779,2000-11-20 11:20:42
1,2,2,2288,2000-12-22 14:19:26
0,3,7,1721,2000-11-20 11:10:50
0,2,12,2609,2000-11-20 11:07:53
0,1,4,2875,2000-11-20 11:14:34
1,1,4,1839,2000-11-20 11:00:55
0,4,17,3244,2000-11-20 10:56:29
0,3,2,1130,2000-11-20 10:54:03
1,2,17,135,2000-11-20 10:45:29
1,6,13,1893,2000-11-20 11:13:54
0,2,17,316,2000-11-20 10:43:49
0,0,10,1320,2000-11-23 16:15:57
0,3,2,1814,2000-11-20 10:41:45
0,1,14,1937,2000-11-20 10:43:22
0,2,12,1190,2000-11-20 10:51:16
0,2,2,2110,2000-11-23 07:39:51
0,1,3,3134,2000-11-20 10:52:31
0,3,12,1051,2000-11-20 10:22:10
1,2,17,431,2000-11-21 06:24:55
0,2,20,112,2000-11-20 10:33:04
0,1,10,2832,2001-02-01 05:41:14
0,1,15,637,2000-11-20 10:03:44
0,2,4,2892,2000-11-20 10:49:34
1,1,4,2243,2000-11-21 11:27:58
0,5,1,1695,2000-11-22 09:08:34
0,2,0,2332,2000-11-20 09:44:03
0,1,0,1153,2002-02-05 05:47:20
1,1,4,2455,2000-11-20 10:15:27
0,2,0,1078,2000-11-20 09:36:51
0,2,16,1347,2001-09-17 22:03:28
0,1,4,2197,2000-11-20 09:30:02
0,1,16,2355,2000-11-20 09:20:33
0,1,4,1715,2000-11-20 09:40:08
0,1,19,2150,2000-11-21 10:43:22
0,1,4,1216,2001-10-17 10:01:14
0,2,7,2572,2001-02-04 02:22:44
1,1,4,2,2000-11-20 09:21:32
1,1,0,2430,2000-11-20 10:02:49
0,1,4,941,2000-11-20 09:33:37
0,4,17,764,2000-11-20 09:33:43
0,1,20,1057,2000-11-20 09:25:26
0,3,16,2600,2000-11-20 10:25:42
0,6,16,1941,2002-10-06 07:26:52
0,6,1,1897,2000-11-20 09:35:50
0,2,15,422,2000-11-20 09:09:06
0,3,17,3215,2000-11-30 00:24:10
0,4,0,2291,2000-11-20 09:57:43
0,5,5,740,2000-11-22 06:43:34
0,3,20,1408,2000-11-20 08:45:06
0,1,19,368,2000-11-20 09:23:10
1,2,1,2611,2000-11-20 08:47:08
1,2,3,128,2000-11-20 09:06:58
0,2,14,1680,2000-11-20 08:51:04
0,3,7,2210,2000-11-20 08:36:49
1,4,0,1828,2000-11-20 08:32:35
0,2,17,172,2000-11-20 08:33:45
0,3,16,26,2000-11-20 09:05:15
0,2,17,2465,2000-11-20 08:21:44
0,6,2,3075,2000-11-22 03:28:59
0,1,4,1253,2000-11-20 08:40:15
0,2,17,2193,2000-11-20 08:22:17
0,2,20,816,2000-11-20 08:49:44
0,4,0,584,2000-11-20 08:30:45
0,1,4,1304,2000-11-20 08:20:17
0,1,20,1154,2000-11-20 08:12:02
0,1,4,3294,2000-11-20 08:32:44
0,4,1,2595,2000-11-28 07:09:32
0,1,8,2985,2000-11-20 08:26:32
0,4,2,516,2000-11-20 08:21:31
0,0,10,1093,2001-06-06 00:20:21
1,2,2,1896,2000-11-20 08:22:49
0,1,17,2627,2000-11-20 08:15:55
0,4,11,293,2001-10-28 07:24:14
0,3,11,883,2000-11-20 09:34:03
1,2,6,463,2000-11-20 07:42:35
1,1,4,2253,2000-11-20 07:39:57
1,2,14,3151,2000-11-20 07:49:28
0,5,13,2985,2000-11-20 07:43:13
0,6,2,1857,2000-11-22 07:47:23
1,3,6,768,2000-11-29 06:06:14
0,5,7,324,2000-11-20 07:39:14
0,0,1,1543,2000-11-20 08:13:14
1,3,9,3128,2000-11-20 09:43:19
0,0,8,824,2000-11-21 00:21:51
0,2,20,1764,2000-11-20 07:51:48
1,2,0,3117,2000-11-20 07:43:08
1,3,1,2699,2000-11-20 07:34:40
0,4,11,1661,2000-11-20 07:31:51
1,2,1,2786,2001-01-12 07:24:47
0,2,16,499,2000-11-20 07:42:54
0,1,4,99,2000-11-20 07:35:56
1,1,4,60,2000-11-20 07:38:40
0,3,5,2606,2002-11-25 01:17:22
0,3,7,1099,2000-11-20 07:28:47
0,1,4,1788,2000-12-21 07:23:15
0,2,12,2489,2000-11-20 07:42:00
1,1,4,21,2000-11-20 07:24:22
0,4,12,2543,2000-11-20 07:25:36
0,1,4,2183,2000-11-20 07:23:39
0,3,5,1099,2000-11-20 07:09:59
0,3,7,1580,2000-11-20 06:59:02
0,1,5,2042,2000-11-20 07:29:04
0,2,12,1195,2000-11-20 07:13:55
0,1,4,2975,2000-11-21 07:52:49
0,0,10,1909,2000-11-20 07:07:05
1,1,4,51,2000-12-16 07:22:42
1,2,4,714,2000-11-20 07:10:37
0,5,14,2862,2000-12-23 19:37:20
0,3,7,2345,2000-11-20 06:46:06
0,5,7,1625,2000-11-20 06:58:01
0,5,11,3326,2000-11-20 06:52:05
0,4,14,670,2000-11-20 07:05:12
0,5,20,1909,2000-11-20 06:21:58
0,4,7,2043,2000-11-20 07:23:41
0,2,12,783,2000-11-20 06:11:36
0,0,10,2795,2000-11-25 21:02:15
0,3,2,1625,2000-11-20 06:23:08
0,5,17,2052,2000-11-20 05:59:48
0,2,12,1658,2000-11-20 06:11:57
0,3,12,2147,2000-11-20 06:37:40
0,2,20,3209,2000-11-20 05:48:45
1,3,0,1647,2000-11-20 05:58:20
0,3,14,1370,2000-11-20 06:59:37
0,2,12,1728,2000-11-20 08:52:37
0,6,12,1124,2000-11-20 05:49:28
1,3,20,3225,2000-11-20 05:50:03
1,2,5,2404,2000-11-20 05:30:59
0,3,17,2323,2000-11-20 05:42:48
0,1,4,1530,2000-11-20 05:49:22
0,0,10,1827,2000-11-20 07:06:57
1,1,4,1397,2000-11-21 21:57:32
0,2,17,1513,2000-11-20 05:59:08
1,3,14,2543,2000-11-20 05:48:20
0,5,13,3200,2000-11-20 06:17:47
0,1,10,686,2000-12-10 06:28:44
1,4,6,2962,2000-11-20 05:49:37
0,0,0,3034,2000-11-20 05:45:24
0,6,12,156,2000-11-20 06:15:10
0,3,7,3372,2000-11-20 05:38:15
1,6,6,2215,2000-11-20 06:49:34
0,3,7,2000,2000-11-20 05:21:22
1,0,10,2907,2000-11-20 05:15:27
0,2,2,2291,2000-11-20 05:38:25
0,2,7,2291,2000-11-20 09:34:05
0,1,19,2890,2000-11-20 05:54:05
0,2,17,440,2000-11-20 05:33:11
0,0,10,3395,2000-11-22 07:06:36
0,3,0,3372,2000-11-20 09:16:33
0,2,12,1029,2000-11-20 06:31:01
0,3,5,3294,2000-11-20 06:15:50
1,1,4,1616,2000-11-20 08:43:35
0,2,20,2279,2000-11-20 06:08:22
0,2,14,2436,2003-02-04 18:28:56
1,2,2,1828,2000-11-20 06:16:16
0,0,19,1171,2000-11-20 05:03:57
0,3,0,993,2000-11-20 07:13:08
1,1,4,16,2000-11-20 04:54:07
1,5,13,2437,2001-05-31 04:57:15
1,5,3,1566,2000-11-20 16:17:35
1,5,9,2789,2000-11-20 07:47:34
1,2,6,1710,2000-11-20 04:21:10
0,6,17,3367,2000-11-20 04:50:27
0,2,20,1462,2000-11-20 04:01:22
0,5,7,52,2000-11-22 17:39:15
0,5,13,2666,2000-11-20 04:15:35
1,2,14,3373,2000-11-20 04:00:14
0,4,17,1902,2000-11-20 04:30:22
0,2,1,1123,2000-11-20 03:51:12
0,1,4,2462,2000-11-20 04:09:28
0,6,6,3311,2000-11-20 04:51:24
0,6,17,424,2001-06-11 01:00:30
0,6,1,904,2000-11-20 03:35:16
0,5,13,2532,2000-11-20 03:29:23
0,2,17,3376,2000-11-20 03:58:48
0,5,6,960,2000-11-20 03:12:59
0,2,7,436,2000-11-20 03:10:36
0,2,20,2371,2000-11-20 03:00:11
0,1,4,2013,2000-11-20 06:04:24
0,3,17,1026,2000-11-20 02:59:10
0,3,2,1446,2000-11-20 03:04:16
0,2,1,1536,2001-03-03 11:31:52
0,2,0,2967,2000-11-20 06:42:40
1,3,3,802,2000-11-20 02:14:03
0,1,4,849,2001-04-03 05:32:28
0,5,1,414,2000-11-20 04:09:55
0,0,10,1697,2000-11-20 02:00:23
0,1,4,2877,2000-11-20 01:46:43
0,3,0,2751,2000-11-20 01:42:33
0,5,16,2015,2000-11-20 02:02:28
1,3,7,728,2000-11-22 13:09:31
0,4,0,698,2000-11-20 01:36:34
0,1,4,649,2000-11-20 01:10:09
0,5,1,1906,2001-03-01 20:46:23
0,4,6,3163,2000-11-19 23:48:44
0,5,14,433,2000-11-20 01:01:32
1,4,20,152,2000-11-19 23:41:46
1,4,2,473,2000-11-19 23:29:06
1,2,14,2174,2001-07-01 06:22:23
0,6,14,2593,2000-11-19 23:13:03
1,2,7,1200,2000-11-19 23:09:45
0,2,14,2540,2000-11-19 22:49:54
1,4,0,1103,2000-11-19 22:43:40
1,0,0,3147,2000-11-19 23:18:45
0,3,1,2749,2000-11-19 22:42:45
0,5,6,889,2000-11-19 22:05:55
1,5,0,192,2000-11-19 21:54:40
0,0,10,2083,2000-11-19 21:25:30
0,4,11,2180,2000-11-19 21:30:15
0,3,1,3150,2001-04-14 17:06:36
1,6,1,2095,2000-11-19 21:55:48
0,6,1,1922,2000-11-19 20:47:26
0,1,4,1235,2000-11-19 21:11:32
0,2,6,2575,2000-11-19 20:59:00
1,2,6,1552,2000-11-19 20:47:23
0,6,15,3188,2000-11-19 20:57:24
0,1,4,414,2000-11-19 20:54:14
1,2,4,192,2000-11-19 20:14:23
0,1,4,3360,2002-05-25 21:37:06
0,0,10,1141,2000-12-07 04:47:25
0,2,11,2540,2000-11-19 19:51:56
0,1,17,188,2000-11-19 20:00:08
0,0,19,944,2000-12-12 03:40:40
0,1,4,86,2000-11-19 19:49:44
0,3,14,2556,2000-11-19 19:32:06
0,2,0,1624,2000-11-19 19:32:47
0,3,17,1960,2001-07-11 21:40:54
0,1,0,1855,2000-11-19 19:39:47
0,3,2,2349,2000-11-21 23:26:31
0,6,13,3112,2000-11-19 19:24:33
1,1,0,3132,2000-11-19 19:04:20
0,3,12,141,2001-01-11 06:51:47
0,4,15,507,2000-11-19 18:56:18
0,2,1,464,2000-12-02 08:27:34
0,0,10,2343,2000-11-19 18:44:45
0,6,13,1353,2002-03-02 17:59:51
1,4,12,1767,2000-11-19 18:06:19
0,2,6,2723,2000-11-19 17:52:39
0,3,17,3173,2000-11-19 18:02:11
0,6,13,1662,2000-11-19 17:55:06
0,2,14,2429,2000-11-21 23:41:30
1,3,0,2084,2000-11-19 16:50:18
0,6,14,3113,2000-11-19 16:50:45
1,4,1,2923,2000-11-19 16:11:15
0,4,0,2731,2000-11-19 16:15:16
0,6,14,3113,2000-11-19 16:19:10
1,0,10,2167,2000-11-19 16:04:21
0,1,10,1208,2000-11-19 16:42:59
0,5,1,2350,2000-11-19 15:58:49
1,0,10,1398,2000-11-28 01:09:09
1,1,4,1280,2000-11-19 14:59:27
1,5,3,2782,2000-11-19 15:25:06
1,5,16,2032,2000-11-19 14:29:38
1,4,14,3208,2000-11-19 13:38:18
1,1,0,1142,2000-11-19 10:40:05
0,2,0,168,2000-11-19 10:03:38
1,1,4,1493,2000-11-21 19:02:31
0,6,13,2297,2000-11-19 10:01:51
0,1,4,2491,2000-11-19 09:54:22
0,2,12,1778,2000-11-19 09:44:10
1,0,10,2333,2000-11-19 09:33:18
1,5,14,1639,2001-04-29 08:19:31
1,1,19,2521,2000-11-19 09:03:28
0,1,0,1859,2000-11-19 08:37:26
0,0,0,1780,2000-11-19 07:22:49
1,2,4,2656,2000-11-19 06:25:10
1,6,1,2576,2000-11-19 06:43:53
0,1,4,671,2000-11-19 06:23:52
0,0,10,1798,2000-11-19 06:23:43
0,1,4,780,2000-11-19 08:27:21
0,0,10,1386,2001-05-15 23:46:52
0,2,12,1852,2000-11-19 06:01:12
1,2,1,3337,2000-11-19 06:03:48
1,3,9,405,2000-11-19 06:15:21
0,3,1,1912,2000-11-19 05:40:15
0,6,20,3208,2000-11-19 05:59:04
1,0,10,709,2000-11-19 06:06:39
0,6,3,1534,2000-11-19 05:14:13
0,1,4,778,2000-11-19 05:06:07
0,3,7,1099,2000-11-19 05:09:30
0,4,17,1053,2002-02-21 04:35:53
1,2,0,1240,2000-11-30 05:20:21
1,2,1,2575,2000-11-19 05:31:23
1,2,20,374,2000-11-19 04:38:57
0,0,10,2898,2000-11-19 04:23:38
0,3,17,2382,2000-11-19 17:20:36
1,5,3,1780,2000-11-19 04:17:21
0,2,12,635,2000-11-19 03:54:06
1,2,7,1940,2000-11-19 21:15:19
0,5,14,1912,2000-11-19 04:25:28
0,2,12,635,2000-11-19 03:38:16
0,4,0,549,2000-11-19 03:45:46
0,6,1,961,2000-11-19 03:14:49
0,0,10,2990,2000-11-19 03:33:14
1,2,4,1549,2000-11-19 03:23:15
0,4,12,567,2000-11-19 04:08:12
0,4,2,2943,2000-11-19 03:32:43
0,0,10,1763,2000-11-19 03:14:37
0,2,5,2012,2000-11-19 03:25:46
0,1,19,2517,2000-11-19 03:18:33
1,1,1,1485,2000-11-19 02:47:07
1,5,0,405,2000-11-19 02:36:41
0,3,5,2248,2000-11-19 02:47:56
1,4,15,601,2000-11-19 01:47:25
1,1,4,51,2000-11-19 01:40:56
1,2,20,37,2000-11-19 00:17:22
1,6,13,1635,2000-11-18 22:18:44
1,3,1,1136,2000-11-18 22:10:23
1,4,0,2489,2001-02-11 17:18:00
0,2,6,1331,2000-11-18 19:54:01
0,1,2,1823,2000-11-18 18:34:47
0,6,7,1012,2000-11-18 18:30:47
1,4,9,3258,2000-11-18 17:44:59
0,5,17,219,2000-11-19 01:01:02
0,6,6,1745,2000-11-20 06:03:16
0,4,11,1595,2000-11-18 14:58:14
0,3,18,225,2000-11-18 09:36:53
0,2,20,1647,2000-11-18 08:21:34
1,0,10,1292,2000-11-18 06:42:15
0,3,17,967,2000-11-18 06:54:37
0,6,0,2717,2000-11-18 06:00:17
1,5,1,1597,2000-11-18 05:25:58
0,4,1,1993,2000-11-18 04:48:56
0,5,15,1293,2000-11-18 04:33:18
0,6,13,711,2000-11-18 02:46:21
0,4,11,2360,2000-11-18 02:51:25
1,2,6,3199,2000-11-18 01:37:11
0,6,13,606,2000-11-18 01:38:23
1,1,10,1292,2000-11-18 00:01:19
0,6,13,839,2000-11-18 00:28:00
1,2,12,2566,2000-11-17 23:15:24
0,5,20,1595,2000-11-17 22:45:20
1,1,4,3202,2000-11-17 22:42:23
1,4,16,1714,2000-11-17 21:27:34
1,2,4,1965,2000-11-17 20:05:40
0,4,0,3257,2000-11-17 20:00:16
1,5,6,1714,2000-11-17 19:19:07
1,2,1,192,2000-11-17 19:10:54
0,6,7,895,2000-11-17 18:39:39
1,4,9,2754,2000-11-17 23:56:32
0,6,7,895,2000-11-17 18:18:50
0,3,7,1595,2000-11-17 17:55:47
1,6,13,815,2000-11-17 14:53:37
0,3,17,2177,2000-11-17 06:30:28
1,1,4,1885,2000-11-17 06:24:34
0,1,4,2778,2000-11-17 06:04:06
0,1,10,1974,2000-11-17 05:53:19
0,6,7,589,2000-11-17 05:31:21
1,6,15,1903,2000-11-17 05:14:07
0,6,1,1595,2000-12-16 00:25:11
0,6,14,913,2001-11-12 03:55:35
0,5,6,3258,2001-03-11 17:35:48
0,5,17,414,2000-11-17 03:40:10
0,3,18,1751,2000-11-17 03:07:22
0,3,17,2642,2000-11-17 03:17:47
1,6,3,606,2000-11-17 02:49:24
0,6,1,192,2000-11-17 02:24:00
0,3,3,487,2002-12-29 23:04:19
1,4,1,458,2000-11-17 01:32:42
0,3,16,1325,2000-11-17 00:20:46
1,0,10,815,2000-11-17 00:47:55
0,3,1,2400,2000-11-16 23:51:58
0,3,11,2345,2000-11-16 20:28:20
1,5,16,1800,2000-11-16 16:47:41
1,3,14,1427,2000-11-16 19:46:06
1,6,6,1297,2000-11-16 16:24:07
0,6,13,2474,2002-02-27 21:57:19
0,5,6,192,2000-12-14 20:51:14
0,6,7,839,2000-11-16 15:17:02
0,2,14,2436,2002-12-23 00:14:17
0,5,14,2309,2000-11-16 08:39:46
1,6,9,1952,2000-11-16 05:11:42
0,5,7,1956,2000-11-16 05:14:12
1,4,16,1716,2000-11-16 04:15:15
1,2,9,2642,2000-11-16 04:39:25
0,3,14,2066,2000-11-16 03:25:12
0,5,1,907,2000-11-18 02:47:20
1,3,7,2717,2000-11-16 04:04:52
1,4,7,1367,2000-11-20 01:29:20
0,4,7,1124,2000-11-16 02:55:18
1,5,7,676,2000-11-16 02:25:51
0,3,0,2625,2000-11-16 01:41:12
0,1,18,2383,2000-11-16 01:29:43
1,3,9,38,2000-11-16 00:25:13
0,5,13,51,2000-11-15 23:49:48
0,3,17,3302,2000-11-15 20:55:07
1,4,2,913,2000-11-15 19:42:56
1,2,0,2066,2000-11-15 19:30:00
0,2,17,3125,2000-11-15 19:16:04
0,6,5,2717,2000-11-15 17:50:40
1,2,6,1726,2002-02-24 02:29:46
0,5,18,548,2000-11-15 16:01:59
1,6,3,2066,2000-11-15 15:55:17
0,3,6,1624,2000-11-16 08:19:28
1,1,0,607,2000-11-15 14:42:34
1,3,11,888,2000-11-16 07:03:50
0,3,17,39,2000-11-15 07:35:18
1,2,16,65,2000-11-15 06:37:56
0,2,4,292,2000-11-15 06:06:37
0,1,7,575,2000-11-15 05:45:59
0,5,8,2645,2000-11-18 04:20:09
1,4,1,701,2000-11-15 04:33:04
0,6,13,886,2000-11-15 02:26:18
1,6,7,745,2000-11-15 02:03:26
0,2,7,2358,2001-06-17 04:16:55
0,4,7,774,2000-11-18 08:37:40
0,4,1,3048,2000-11-15 01:04:16
1,0,10,1297,2000-11-15 01:22:18
0,5,7,611,2000-11-15 00:18:18
0,3,7,1198,2000-11-14 23:51:09
1,5,9,2718,2000-11-14 23:41:25
1,4,9,31,2000-11-14 23:26:16
1,3,14,2296,2000-11-15 00:28:06
0,6,0,2738,2000-11-14 21:21:33
0,4,17,2105,2000-11-22 19:33:14
0,2,4,1965,2000-11-14 20:05:49
1,2,4,1123,2000-11-14 19:50:49
0,2,4,1123,2000-11-14 20:40:33
